Model, Form, Style, Pattern, Controls, Covered controls, Percent covered controls, Pattern Version, Unspecified count, Custom count
Foundation,CashReceiptTableLV,SimpleList,SimpleList,18,18,100.00%,1.1,0,0
Foundation,JmgOvertimeSlize,Dialog,Dialog,18,18,100.00%,1.2,0,0
Foundation,PlFiscalPrinterWorker,Auto,SimpleDetails-ToolbarFields,8,8,100.00%,1.3,0,0
Ledger,DimensionHierarchyAdvancedRulesPart,FormPart,FormPartFactboxGrid,5,5,100.00%,1.1,0,0
Foundation,PlanActivityLookup,Lookup,LookupTab,15,15,100.00%,1,0,0
Foundation,SalesQuotationsTableLookup,Lookup,LookupGridOnly,7,7,100.00%,1.1,0,0
Foundation,PlFiscalTaxTable,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,FBSpedContribFileParameters_BR,SimpleListDetails,SimpleListDetails,33,33,100.00%,1.3,0,0
Foundation,FBStageRetailZReport_BR,SimpleListDetails,SimpleListDetails-Grid,85,72,84.71%,1.4,1,0
Foundation,CashReceiptTransLV,SimpleList,SimpleList,14,14,100.00%,1.1,0,0
Foundation,VendOpenBalanceCurrency,Auto,SimpleDetails-StandardTabsContainer,25,25,100.00%,1.5,0,0
Foundation,JmgPayLineDelimitationEditor,Dialog,DialogTabs,17,15,88.24%,1.3,0,1
Foundation,PlanActivityProductionProcessWorkspace,Workspace,Custom,38,30,78.95%,,0,1
Foundation,CatDisplayProductRelationAdd,Dialog,Dialog,18,5,27.78%,1.2,0,1
Foundation,JmgParameters,TableOfContents,TableOfContents,102,102,100.00%,1.1,0,0
Foundation,PlInventExternalReserve,Auto,Task,36,36,100.00%,1.2,0,0
Foundation,ReqDemPlanForecastDetails,DetailsFormMaster,DetailsMaster,46,44,95.65%,1.4,0,1
Ledger,DimensionHierarchyLedgerStructurePart,FormPart,FormPartFactboxGrid,5,5,100.00%,1.1,0,0
Foundation,FBStageAssetDepreciationTrans_BR,SimpleList,,32,0,0.00%,,1,0
Foundation,JmgPayRate,SimpleList,SimpleList,14,14,100.00%,1.1,0,0
Foundation,FBStageTaxWithholdTrans_BR,SimpleListDetails,SimpleListDetails-Grid,52,52,100.00%,1.4,0,0
Foundation,JmgPayrollCostDetailsPart,FormPart,FormPartFactboxCard,9,9,100.00%,UX7 1.0,0,0
Foundation,PlInventExternalTrans,SimpleList,SimpleList,31,31,100.00%,1.1,0,0
Foundation,VendOpenInvoicesListPage,ListPage,ListPage,54,54,100.00%,UX7 1.0,0,0
Foundation,FBStageValidationMessageLog_BR,SimpleList,SimpleList,6,6,100.00%,1.1,0,0
Foundation,CatDisplayVendorAdd,Dialog,Dialog,20,20,100.00%,1.2,0,0
Foundation,SalesQuotationTable,DetailsFormTransaction,DetailsTransaction,467,426,91.22%,1.4,0,3
Foundation,ReqDemPlanForecastGenerationLog,SimpleListDetails,SimpleListDetails-Grid,63,61,96.83%,1.4,0,1
Foundation,PlInventPackageParm,Auto,Task,20,20,100.00%,1.2,0,0
Foundation,JmgPayAddTable,SimpleListDetails,SimpleListDetails,15,15,100.00%,1.3,0,0
Foundation,FBStageFiscalDocListPagePreviewPane_BR,FormPart,FormPartFactboxGrid,9,9,100.00%,1.1,0,0
Foundation,JmgPayrollCostPart,FormPart,FormPartFactboxCard,8,8,100.00%,UX7 1.0,0,0
Foundation,PlInventPackageTable,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,JmgPayRuleClassIdLookup,Lookup,LookupGridOnly,4,4,100.00%,1.1,0,0
Foundation,FBStageFiscalDocumentComplInfo_BR,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,JmgPayAddTrans,SimpleList,SimpleList,12,12,100.00%,1.1,0,0
Foundation,ReqDemPlanForecastIAKLookup,Lookup,LookupGridOnly,5,5,100.00%,1.1,0,0
Foundation,FBTaxAssessmentAdjustment_BR,SimpleListDetails,SimpleListDetails,49,22,44.90%,1.3,1,0
Foundation,CatExternalCatalogConfiguration,DetailsFormMaster,Custom,86,0,0.00%,,0,1
Foundation,JmgPayAddTransSelectTransId,Lookup,LookupGridOnly,7,7,100.00%,1.1,0,0
Foundation,PlInventJournalTransExternal,Auto,Task,46,46,100.00%,1.2,0,0
Ledger,DimensionHierarchyRelationshipsPart,FormPart,FormPartFactboxGrid,5,5,100.00%,1.1,0,0
Foundation,PlInventPackageTrans,Auto,Task,32,32,100.00%,1.2,0,0
Foundation,FBStageFiscalDocumentListPage_BR,ListPage,ListPage,35,35,100.00%,UX7 1.0,0,0
Foundation,ReqDemPlanForecastParameters,TableOfContents,TableOfContents,104,26,25.00%,1.1,0,3
Foundation,CatProcureCatalogCreate,DropDialog,DropDialog,6,6,100.00%,1.2,0,0
Foundation,SalesQuotationTemplateGroup,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,JmgPayStatConfig,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,PlInventPackingSlipExtJour,Auto,Task,11,11,100.00%,1.2,0,0
Foundation,FBTaxAssessmentCreate_BR,DropDialog,DropDialog,14,4,28.57%,1.2,1,0
Foundation,CatExternalCatalogListPage,ListPage,ListPage,27,27,100.00%,UX7 1.0,0,0
Foundation,FBStageFiscalDocumentRefProcess_BR,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,CatExternalCatalogListPageCategory,FormPart,FormPartFactboxGrid,4,4,100.00%,1.1,0,0
Foundation,ReqDemPlanForecastViewer,Auto,Custom,29,6,20.69%,,0,1
Foundation,PlVendInvoiceEUJour,Auto,Task,19,19,100.00%,1.2,0,0
Foundation,PlInventSumExternal,Auto,Task,29,29,100.00%,1.2,0,0
Foundation,FBStageFiscalDocumentTotals_BR,FormPart,FormPartFactboxCard,9,9,100.00%,UX7 1.0,0,0
Foundation,VendOpenTrans,Dialog,DialogTabs,308,242,78.57%,1.3,0,4
Foundation,SalesQuotationTotals,Dialog,Dialog,40,5,12.50%,1.2,0,1
Foundation,JmgPayStatGroup,SimpleList,SimpleList,12,12,100.00%,1.1,0,0
Foundation,CatExternalCatalogListPageDetail,FormPart,FormPartFactboxCard,7,7,100.00%,UX7 1.0,0,0
Foundation,JmgPayAdjustCostType,SimpleList,SimpleList,12,12,100.00%,1.1,0,0
Foundation,ReqDemPlanForecastViewerDateRange,DropDialog,DropDialog,6,6,100.00%,1.2,0,0
Ledger,DimensionRelationshipConstraint,Dialog,Dialog,13,13,100.00%,1.2,0,0
Foundation,SalesQuotationTypeGroup,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,PmfAddToConsOrder,Dialog,Dialog,7,7,100.00%,1.2,0,0
Foundation,FBTaxAssessmentICMSListPagePreviewPaneBR,FormPart,Custom,12,0,0.00%,,0,1
Foundation,JmgPayStatTrans,Auto,Task,36,36,100.00%,1.2,0,0
Foundation,PlNumberSequenceGroupInvent,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,CatProcureCatalogEdit,SimpleListDetails,SimpleListDetails-Tree,158,107,67.72%,1.3,0,4
Foundation,ReqDemPlanForecastViewerLegendPart,FormPart,FormPartFactboxCard,4,4,100.00%,UX7 1.0,0,0
Foundation,FBStageFiscalDocumentValidationErrors_BR,FormPart,FormPartFactboxCard,7,7,100.00%,UX7 1.0,0,0
Foundation,CatExternalCategoriesLookup,Lookup,LookupGridOnly,5,5,100.00%,1.1,0,0
Foundation,JmgPayTable,SimpleList,SimpleList,15,15,100.00%,1.1,0,0
Foundation,PmfBOMDesignerEditCoBy,Dialog,Dialog,24,24,100.00%,1.2,0,0
Foundation,JmgPayAdjustSetup,SimpleList,SimpleList,19,19,100.00%,1.1,0,0
Foundation,VendOpenTransReverse,Dialog,DialogTabs,116,112,96.55%,1.3,0,1
Foundation,FBTaxAssessmentICMSListPage_BR,ListPage,ListPage,40,40,100.00%,UX7 1.0,0,0
Ledger,DimensionRenameAccountRuleStructure,DropDialog,DropDialog,6,6,100.00%,1.2,0,0
Foundation,PlNumberSequenceGroupInventExt,Auto,Task,12,12,100.00%,1.2,0,0
Foundation,SalesReleaseOrderPicking,Auto,TaskParentChild,175,173,98.86%,1.2,0,1
Foundation,ReqDemPlanForecastViewerTransactions,SimpleList,SimpleList,23,23,100.00%,1.1,0,0
Foundation,CatExternalVendorGlobalLookup,Lookup,LookupGridOnly,11,11,100.00%,1.1,0,0
Foundation,CatProcureCatalogListPage,ListPage,ListPage,23,23,100.00%,UX7 1.0,0,0
Foundation,PmfBulkItemConv,Auto,SimpleDetails-StandardTabsContainer,28,22,78.57%,1.5,0,1
Foundation,FBStageFiscalDocument_BR,DetailsFormTransaction,DetailsTransaction,308,308,100.00%,1.4,0,0
Foundation,FBTaxAssessmentICMSSTListPage_BR,ListPage,ListPage,36,36,100.00%,UX7 1.0,0,0
Foundation,PLSADFinanceItemAcc,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,CatProcureOrderList,ListPage,ListPage,13,13,100.00%,UX7 1.0,0,0
Foundation,CatManageComments,SimpleList,SimpleList,16,16,100.00%,1.1,0,0
Foundation,JmgPayAgreementLine,Auto,SimpleDetails-FastTabsContainer,84,84,100.00%,1.4,0,0
Foundation,PmfBulkPackOnHand,Auto,SimpleDetails-FastTabsContainer,55,55,100.00%,1.4,0,0
Foundation,CatManageCommentsPreview,FormPart,FormPartFactboxCard,7,7,100.00%,UX7 1.0,0,0
Foundation,JmgPieceRate,Auto,SimpleDetails-FastTabsContainer,26,26,100.00%,1.4,0,0
Foundation,CatVendorCatalogDetails,FormPart,FormPartFactboxCard,6,6,100.00%,UX7 1.0,0,0
Foundation,PlSADFinanceTable,Auto,TaskParentChild,60,60,100.00%,1.2,0,0
Foundation,VendOpenTrans_RU,Auto,Custom,190,4,2.11%,,0,1
Ledger,DimensionRenameAccountStructure,DropDialog,DropDialog,6,6,100.00%,1.2,0,0
Foundation,JmgPayAgreementOverride,Auto,SimpleDetails-FastTabsContainer,85,85,100.00%,1.4,0,0
Ledger,MainAccount,SimpleListDetails,SimpleListDetails-Tree,115,100,86.96%,1.3,0,0
Foundation,CatVendorCatalogFileInLegalEntity,FormPart,FormPartFactboxGrid,5,5,100.00%,1.1,0,0
Foundation,CatPriceRangeForm,Dialog,Dialog,15,15,100.00%,1.2,0,0
Foundation,JmgPieceRateGroup,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,ReqDemPlanImportForecastDialog,Dialog,DialogFastTabs,34,34,100.00%,1,0,0
Foundation,SalesReturnExpiredOrdersPart,FormPart,FormPartSectionList,12,12,100.00%,1.1,0,0
Foundation,FBTaxAssessmentICMSSTSummary_BR,FormPart,FormPartFactboxCard,21,21,100.00%,UX7 1.0,0,0
Foundation,FBTaxAssessmentICMSSummary_BR,FormPart,FormPartFactboxCard,22,22,100.00%,UX7 1.0,0,0
Foundation,PmfBulkPlanConsolidate,Auto,SimpleDetails-FastTabsContainer,185,174,94.05%,1.4,0,3
Foundation,PlSADParameters,TableOfContents,TableOfContents,32,24,75.00%,1.1,1,0
Foundation,JmgPieceRateEmpl,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,CatVendorCatalogFilePreviewPane,FormPart,FormPartFactboxCard,7,7,100.00%,UX7 1.0,0,0
Foundation,VendorInvoiceWorkflowDropDialog,DropDialog,Custom,6,0,0.00%,,0,1
Foundation,PlSADRateGroups,SimpleListDetails,SimpleListDetails,16,16,100.00%,1.3,0,0
Foundation,PmfBulkProductCalculator,DropDialog,DropDialog,9,4,44.44%,1.2,0,1
Foundation,SalesReturnFindOrderFormPart,FormPart,FormPartSectionList,14,14,100.00%,1.1,0,0
Foundation,FBTaxAssessmentIPIListPage_BR,ListPage,ListPage,36,36,100.00%,UX7 1.0,0,0
Ledger,CompanyInfoList,DropDialog,DropDialog,9,9,100.00%,1.2,0,0
Foundation,JmgProdBOMOprNum,SimpleList,SimpleList,64,64,100.00%,1.1,0,0
Ledger,DimensionSelectAccountRuleStructure,DropDialog,DropDialog,10,10,100.00%,1.2,0,0
Foundation,CatVendorCatalogFileUpload,Dialog,Dialog,12,6,50.00%,1.2,0,1
Foundation,JmgProjStatusListPage,ListPage,ListPage,23,23,100.00%,UX7 1.0,0,0
Foundation,PlSADReference,Auto,TaskParentChild,19,19,100.00%,1.2,0,0
Foundation,FBTaxAssessmentIPISummary_BR,FormPart,FormPartFactboxCard,15,15,100.00%,UX7 1.0,0,0
Foundation,FBTaxStatement_BR,SimpleListDetails,SimpleListDetails-Grid,50,50,100.00%,1.4,0,0
Foundation,JmgProdOrderDetailsInfoPart,FormPart,FormPartFactboxCard,13,13,100.00%,UX7 1.0,0,0
Foundation,JmgProjStatusListpagePreviewPane,FormPart,FormPartFactboxCard,10,10,100.00%,UX7 1.0,0,0
Ledger,CurrencyLedgerGainLossAccount,SimpleListDetails,SimpleListDetails,20,20,100.00%,1.3,0,0
Foundation,SalesReturnWorkspace,Workspace,WorkspaceOperational,35,35,100.00%,1,0,0
Foundation,ReqDemPlanOutlierQueryPreview,SimpleList,SimpleList,30,30,100.00%,1.1,0,0
Foundation,FBTaxTrans_BR,SimpleList,SimpleList,20,20,100.00%,1.1,0,0
Foundation,CatVendorCatalogImportParameter,Dialog,Dialog,8,8,100.00%,1.2,0,0
Foundation,VendorPaymentHistory,Auto,TaskParentChild,50,50,100.00%,1.2,0,0
Foundation,CatVendorGlobalLookup,Lookup,LookupGridOnly,4,4,100.00%,1.1,0,0
Foundation,PmfCoByProdCalc,Auto,TaskParentChild,81,81,100.00%,1.2,0,0
Ledger,DimensionSelectAccountStructure,DropDialog,DropDialog,9,9,100.00%,1.2,0,0
Foundation,ReqDemPlanOutlierQuerySetup,SimpleList,SimpleList,14,14,100.00%,1.1,0,0
Ledger,DimensionAdvancedRuleAccountStructuresPart,FormPart,FormPartFactboxGrid,5,5,100.00%,1.1,0,0
Foundation,SalesShipmentDeviation,SimpleList,SimpleList,26,26,100.00%,1.1,0,0
Foundation,FBTaxAssessmentISSListPagePreviewPane_BR,FormPart,Custom,18,0,0.00%,,0,1
Foundation,JmgProdParameters,TableOfContents,TableOfContents,132,132,100.00%,1.1,0,0
Foundation,JmgRegistration,SimpleList,SimpleList,135,13,9.63%,1.1,0,1
Foundation,FBTaxWithholdTransCredit_BR,SimpleList,,18,0,0.00%,,1,0
Foundation,CatVendorMaintenanceEventLog,SimpleList,SimpleList,14,14,100.00%,1.1,0,0
Foundation,VendOutPaym_FI_FOR,Dialog,Dialog,22,22,100.00%,1.2,0,0
Foundation,PmfCoByProdCalcVarianceTrans,Auto,Custom,2,0,0.00%,,0,1
Ledger,LedgerChartOfAccountsLedgerPart,FormPart,FormPartFactboxGrid,5,5,100.00%,1.1,0,0
Foundation,CCHTMLPrintPreview,Auto,Custom,5,0,0.00%,,0,1
Foundation,FBTaxAssessmentISSListPage_BR,ListPage,ListPage,33,33,100.00%,UX7 1.0,0,0
Foundation,PlSADTable,Auto,Custom,68,45,66.18%,,0,1
Foundation,ReqDemPlanTaskDetailLog,Dialog,DialogReadOnly,13,13,100.00%,1.2,0,0
Foundation,JmgProdParmStartUp,Auto,SimpleDetails-ToolbarFields,23,23,100.00%,1.3,0,0
Foundation,FBTaxWithholdTrans_BR,SimpleList,SimpleList,15,15,100.00%,1.1,0,0
Foundation,CatVendorCatalogListPage,ListPage,ListPage,27,27,100.00%,UX7 1.0,0,0
Foundation,SalesShippingLine,SimpleList,SimpleList,16,16,100.00%,1.1,0,0
Foundation,JmgRegistrationActionPaneSetup,SimpleListDetails,SimpleListDetails,22,22,100.00%,1.3,0,0
Foundation,VendOutPaym_FI_LM02,Dialog,Dialog,23,23,100.00%,1.2,0,0
Foundation,FBTaxAssessmentISSSummary_BR,FormPart,FormPartFactboxCard,7,7,100.00%,UX7 1.0,0,0
Foundation,PlTaxDueTable,SimpleListDetails,SimpleListDetails,18,18,100.00%,1.3,0,0
Foundation,SalesShippingStat,SimpleList,SimpleList,19,19,100.00%,1.1,0,0
Foundation,PmfConsOrder,Auto,SimpleDetails-FastTabsContainer,454,303,66.74%,1.4,0,3
Ledger,DimensionSetLookup,Lookup,LookupGridOnly,4,4,100.00%,1.1,0,0
Foundation,JmgProdQuantityChange,Auto,Task,43,43,100.00%,1.2,0,0
Ledger,LedgerChartOfAccountsTreeLevel_CN,Auto,SimpleDetails-FastTabsContainer,22,22,100.00%,1.4,0,0
Foundation,VendOverdueCITPITDebtCounting_W,SimpleList,SimpleList,19,19,100.00%,1.1,0,0
Foundation,CCHTMLView,Auto,Custom,2,0,0.00%,,0,1
Foundation,FBTaxAssessmentListPageOptions_BR,DropDialog,DropDialog,7,7,100.00%,1.2,0,0
Foundation,FEACCCustomRateTable_RU,SimpleList,SimpleList,13,13,100.00%,1.1,0,0
Ledger,LedgerCheckListSetup_CN,SimpleList,SimpleList,5,5,100.00%,1.1,0,0
Foundation,PlVendCorrectJour,Auto,Task,19,19,100.00%,1.2,0,0
Foundation,ReqGroup,SimpleListDetails,SimpleListDetails,61,61,100.00%,1.3,0,0
Foundation,SalesShippingStatHistory,SimpleList,SimpleList,14,14,100.00%,1.1,0,0
Foundation,CFOPGroup_BR,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,FBTaxAssessmentListPagePreviewPane_BR,FormPart,Custom,12,0,0.00%,,0,1
Ledger,FiscalCalendarCreateClosingPeriod,DropDialog,DropDialog,6,6,100.00%,1.2,0,0
Foundation,PmfConsOrderListPage,ListPage,ListPage,20,20,100.00%,UX7 1.0,0,0
Foundation,JmgRegistrationGridSetup,SimpleListDetails,SimpleListDetails,22,22,100.00%,1.3,0,0
Foundation,VendOverdueCITPITJournalLineDetail_W,SimpleList,SimpleList,16,16,100.00%,1.1,0,0
Foundation,JmgProdStatusListPage,ListPage,ListPage,40,40,100.00%,UX7 1.0,0,0
Foundation,VendOverdueCITPITJournalTableListPage_W,ListPage,ListPage,24,24,100.00%,UX7 1.0,0,0
Foundation,FBTaxAssessmentLookup_BR,Lookup,LookupGridOnly,8,8,100.00%,1.1,0,0
Foundation,JmgProdStatusListPagePayrollCostDetails,FormPart,FormPartFactboxCard,9,9,100.00%,UX7 1.0,0,0
Foundation,CFOPMatrix_BR,SimpleList,SimpleList,13,13,100.00%,1.1,0,0
Foundation,PlVendInternalInvoiceEU,Auto,SimpleDetails-StandardTabsContainer,17,17,100.00%,1.5,0,0
Foundation,JmgRegistrationJobQueueDialog,Dialog,Dialog,6,6,100.00%,1.2,0,0
Foundation,FEACCIndicativePrice_RU,SimpleList,SimpleList,19,19,100.00%,1.1,0,0
Ledger,LedgerConsolidateAccountGroup,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,CFPSTable_BR,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,CatVendorCatalogMaintenanceRequest,DetailsFormMaster,DetailsMaster,63,63,100.00%,1.4,0,0
Foundation,jmgProdStatusListPagePayrollCosts,FormPart,FormPartFactboxCard,9,9,100.00%,UX7 1.0,0,0
Foundation,SalesSummaryParameters,TableOfContents,TableOfContents,74,74,100.00%,1.1,0,0
Foundation,FEACCInventTable_RU,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Ledger,Ledger,Auto,SimpleDetails-FastTabsContainer,36,36,100.00%,1.4,0,0
Foundation,VendOverdueCITPITJournalTable_W,DetailsFormTransaction,DetailsTransaction,115,115,100.00%,1.4,0,0
Foundation,PmfCoReqPlanning,Auto,SimpleDetails-FastTabsContainer,123,114,92.68%,1.4,0,1
Foundation,ChallanInformation_IN,Auto,SimpleDetails-ToolbarFields,7,7,100.00%,1.3,0,0
Foundation,JmgProfileCalendar,SimpleList,SimpleList,13,13,100.00%,1.1,0,0
Foundation,FBTaxAssessmentPaymentOtherDebits_BR,Dialog,DialogTabs,27,27,100.00%,1.3,0,0
Foundation,CatVendorCatalogProductPerCompanyStatus,FormPart,FormPartFactboxGrid,5,5,100.00%,1.1,0,0
Foundation,ReqIncomingIntercompanyDemand,SimpleListDetails,SimpleListDetails-Grid,55,55,100.00%,1.4,0,0
Foundation,VendOverdueCITPITJournalTotalDebt_W,FormPart,FormPartFactboxCard,5,5,100.00%,UX7 1.0,0,0
Foundation,FEACCTable_RU,SimpleList,SimpleList,15,15,100.00%,1.1,0,0
Ledger,LedgerCreateAccount_CN,Dialog,Dialog,16,16,100.00%,1.2,0,0
Foundation,JmgProfileGroup,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Ledger,LedgerAccountAlias,SimpleListDetails,SimpleListDetails,19,19,100.00%,1.3,0,0
Foundation,CatVendorCatalogReleaseApprovedProducts,Dialog,Dialog,15,15,100.00%,1.2,0,0
Foundation,JmgRegistrationSetup,SimpleListDetails,SimpleListDetails,46,46,100.00%,1.3,0,0
Foundation,VendOverdueCITPITJournalTotalPart_W,FormPart,FormPartFactboxCard,3,3,100.00%,UX7 1.0,0,0
Foundation,FBTaxAssessmentPayment_BR,TaskSingle,Custom,54,21,38.89%,,0,1
Foundation,CityHoliday,SimpleListDetails,SimpleListDetails,24,24,100.00%,1.3,0,0
Foundation,ReqIntercompanyPlanningGroupAllocKeys,Auto,Custom,15,0,0.00%,,0,1
Ledger,LedgerFiscalCalendarPeriodStatus,DropDialog,DropDialog,6,6,100.00%,1.2,0,0
Foundation,ClaimPercentage_IN,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,PmfFormulaCoBy,Auto,TaskParentChild,94,94,100.00%,1.2,0,0
Foundation,JmgProfileOverride,Auto,SimpleDetails-FastTabsContainer,28,28,100.00%,1.4,0,0
Foundation,FiscalDocModel_BR,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,CatVendorCatalogReviewTool,Auto,TaskParentChild,80,80,100.00%,1.2,0,0
Foundation,PmfFormulaLookup,Lookup,LookupGridOnly,4,4,100.00%,1.1,0,0
Foundation,FBTaxAssessmentPISCOFINSListPage_BR,ListPage,,37,0,0.00%,,1,0
Foundation,ReqIntercompanyPlanningGroupSetup,SimpleListDetails,SimpleListDetails,27,27,100.00%,1.3,0,0
Foundation,FiscalDocumentElectronicCity_BR,FormPart,FormPartFactboxCard,8,8,100.00%,UX7 1.0,0,0
Foundation,CatVendorCatalogSchema,FormPart,FormPartFactboxCard,6,6,100.00%,UX7 1.0,0,0
Foundation,VendOverdueVATDebtCounting_W,SimpleList,SimpleList,22,22,100.00%,1.1,0,0
Foundation,ClaimStatus_IN,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,JmgRegistrationSetupAssignUsers,Dialog,Dialog,10,10,100.00%,1.2,0,0
Foundation,PmfFormulaLookupSimple,Lookup,LookupGridOnly,10,10,100.00%,1.1,0,0
Foundation,JmgProfileRelation,SimpleList,SimpleList,15,15,100.00%,1.1,0,0
Foundation,CatVendorCMRDetails,FormPart,FormPartFactboxCard,7,7,100.00%,UX7 1.0,0,0
Foundation,PmfMultiDimProcessInventory,Auto,SimpleDetails-FastTabsContainer,88,88,100.00%,1.4,0,0
Foundation,FBTaxAssessmentPISCOFINSSummary_BR,FormPart,,28,0,0.00%,,1,0
Ledger,LedgerAccountTypePrefix,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,ReqItemJournalName,SimpleList,SimpleList,12,12,100.00%,1.1,0,0
Foundation,PmfItemLookup,Lookup,LookupGridOnly,8,8,100.00%,1.1,0,0
Foundation,VendOverdueVATJournalsTableListPage_W,ListPage,,30,0,0.00%,,1,0
Foundation,SalesTable,DetailsFormTransaction,DetailsTransaction,982,880,89.61%,1.4,0,3
Foundation,FiscalDocumentPrintJob_BR,Dialog,Dialog,24,5,20.83%,1.2,1,0
Foundation,JmgProfileTable,SimpleListDetails,SimpleListDetails,52,16,30.77%,1.3,0,1
Foundation,PmfPlanGroup,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,FBTaxStatementCode_BR,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Ledger,LedgerItemCodeZakat_SA,Auto,Task,20,20,100.00%,1.2,0,0
Foundation,JmgRegistrationSetupTouch,SimpleListDetails,SimpleListDetails,29,29,100.00%,1.3,0,0
Foundation,VendOverdueVATJournalTableListPage_W,ListPage,ListPage,31,31,100.00%,UX7 1.0,0,0
Foundation,CommissionCalc,SimpleListDetails,SimpleListDetails,27,27,100.00%,1.3,0,0
Foundation,FiscalDocumentTaxTransSource_BR,Auto,Task,16,16,100.00%,1.2,0,0
Foundation,JmgProfileTypeTable,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,SalesTableDelete,Auto,TaskParentChild,52,52,100.00%,1.2,0,0
Foundation,CollabSiteCreate,Dialog,Dialog,9,9,100.00%,1.2,0,0
Foundation,FBTaxStatementRun_BR,Auto,Custom,17,0,0.00%,,0,1
Foundation,CommissionCustomerGroup,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Ledger,LedgerPeriodModuleAccessControlUpdate,DropDialog,DropDialog,7,7,100.00%,1.2,0,0
Foundation,PmfProdCoBy,DetailsFormMaster,DetailsMaster,143,143,100.00%,1.4,0,0
Foundation,JmgRegistrationTouch,Workspace,Custom,49,0,0.00%,,0,1
Foundation,JmgProjDetailsPart,FormPart,FormPartFactboxCard,8,8,100.00%,UX7 1.0,0,0
Foundation,ReqItemJournalSafetyStock,DetailsFormTransaction,DetailsTransaction,150,150,100.00%,1.4,0,0
Ledger,LedgerAllocation,SimpleListDetails,SimpleListDetails-Grid,20,20,100.00%,1.4,0,0
Foundation,SalesTableEnhancedPreview,FormPart,Custom,24,10,41.67%,,0,1
Foundation,FBTaxStatementSetupParameters_BR,SimpleListDetails,SimpleListDetails,9,9,100.00%,1.3,0,0
Foundation,CollabSiteLink,Dialog,Dialog,9,5,55.56%,1.2,0,1
Ledger,LedgerRelatedAccounts_ES,SimpleList,SimpleList,19,19,100.00%,1.1,0,0
Foundation,CommissionEmplSalesGroup,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,VendOverdueVATJournalTable_W,DetailsFormTransaction,DetailsTransaction,139,139,100.00%,1.4,0,0
Foundation,PriceDiscActualFormPart,Dialog,DialogReadOnly,38,38,100.00%,1.2,0,0
Foundation,SalesTableLineQuantity,Auto,SimpleDetails-FastTabsContainer,34,34,100.00%,1.4,0,0
Foundation,CommissionItemGroup,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Ledger,LedgerSystemAccounts,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,CollabSiteParameters,SimpleListDetails,SimpleListDetails-Grid,25,25,100.00%,1.4,0,0
Foundation,VendOverdueVATJournalTotalDebt_W,FormPart,FormPartFactboxCard,4,4,100.00%,UX7 1.0,0,0
Foundation,JmgRegistrationTouchStart,Dialog,Dialog,17,17,100.00%,1.2,0,0
Foundation,JmgRegistrationTouchAssignedJobs,ListPage,ListPage,10,10,100.00%,UX7 1.0,0,0
Foundation,CommissionSalesGroup,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Ledger,LedgerCalendar,SimpleListDetails,SimpleListDetails,45,45,100.00%,1.3,0,0
Foundation,FiscalDocumentText_BR,SimpleListDetails,SimpleListDetails,28,28,100.00%,1.3,0,0
Foundation,CollabSiteTemplateLookup,Lookup,LookupGridOnly,4,4,100.00%,1.1,0,0
Foundation,ReqItemTable,Auto,Task,116,116,100.00%,1.2,0,1
Foundation,PmfProdCoByCostAllocation,Auto,TaskParentChild,84,84,100.00%,1.2,0,0
Foundation,FiscalDocument_BR,DetailsFormTransaction,DetailsTransaction,272,272,100.00%,1.4,0,0
Ledger,MainAccountActiveDates,Dialog,Dialog,12,12,100.00%,1.2,0,0
Foundation,CommissionSalesMember,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,JmgRegistrationTouchAttachment,Dialog,Dialog,15,10,66.67%,1.2,0,1
